Timestamp,Temperature,Humidity,Wind_Speed_kmh,Soil_Moisture,Soil_Temperature,Wind_Dir_Sin,Wind_Dir_Cos,Precipitation_accumulated
2023-08-03 02:30:00,21.413999999999998,38.5,0.144,6092.8,21.384,0.978867388761685,0.20449605184179023,1.8999199999999998
2023-08-03 03:00:00,22.65754907561463,37.80322605247653,5.308019908154744,6485.685639699837,21.052415454149592,-0.9935994976940072,0.11296033897884872,5.0664533333333335
2023-08-03 03:30:00,24.99956993953418,29.40765355005335,7.862876216527239,6471.860479113994,31.784269724227123,0.24590052202469906,-0.9692950702794173,58.29213666666667
2023-08-03 04:00:00,23.86,25.25,1.275,6202.666666666667,24.22666666666667,0.49747872237177676,-0.8674761788010923,65.97562
2023-08-03 04:30:00,22.570000000000004,26.916666666666668,1.5216666666666665,6266.666666666667,19.496666666666666,0.13052619222005157,-0.9914448613738104,65.97562
2023-08-03 05:00:00,23.83,24.099999999999998,2.255,6320.0,20.94333333333333,-0.13340963212051238,-0.9910609820073988,65.97562
2023-08-03 05:30:00,25.633333333333336,20.433333333333334,1.9083333333333332,6336.0,22.36,-0.33106341788495813,-0.9436085063935835,65.97562
2023-08-03 06:00:00,27.935000000000002,18.2,1.5833333333333333,6341.333333333333,40.26833333333334,0.3583679495453002,-0.9335804264972017,65.97562
2023-08-03 06:30:00,30.19,20.716666666666665,2.3333333333333335,6330.666666666667,44.903333333333336,0.6883545756937539,-0.7253743710122876,65.97562
2023-08-03 07:00:00,30.87166666666667,18.516666666666666,1.8949999999999998,6349.333333333333,45.61000000000001,0.894934361602025,-0.4461978131098088,65.97562
2023-08-03 07:30:00,32.76583333333333,15.899999999999999,2.1841666666666666,6356.0,48.03166666666667,0.7333344574268992,-0.6798680559861563,65.97562
2023-08-03 08:00:00,34.660000000000004,13.283333333333333,2.473333333333333,6362.666666666667,50.45333333333334,0.5125425007998654,-0.8586618571206129,65.97562
2023-08-03 08:30:00,35.49,12.700000000000001,2.5500000000000003,6370.666666666667,50.163333333333334,0.45658040826116564,-0.8896821515530517,65.97562
2023-08-03 09:00:00,32.736666666666665,14.183333333333332,2.2483333333333335,6386.666666666667,33.94,0.6472333724764325,-0.7622919136084179,65.97562
2023-08-03 09:30:00,29.738333333333333,16.5,2.4583333333333335,6416.0,30.798333333333332,0.05233595624294381,-0.9986295347545738,65.97562
2023-08-03 10:00:00,29.058333333333334,17.55,2.4250000000000003,6432.0,29.266666666666666,0.5783323361679867,-0.8158012680441719,65.97562
2023-08-03 10:30:00,28.574166666666667,17.891666666666666,1.7258333333333336,6444.0,28.604999999999997,0.3269430106427158,-0.9450440560057912,65.97562
2023-08-03 11:00:00,28.09,18.233333333333334,1.0266666666666666,6456.0,27.94333333333333,0.04943084335208611,-0.9987775486691226,65.97562
2023-08-03 11:30:00,27.4575,19.950000000000003,0.9091666666666666,6456.0,26.84,0.2630312144579748,-0.964787323828813,65.97562
2023-08-03 12:00:00,26.825,21.666666666666668,0.7916666666666666,6456.0,25.736666666666668,0.46432686595605693,-0.885663910042306,65.97562
2023-08-03 12:30:00,26.261666666666667,22.366666666666664,0.49499999999999994,6466.666666666667,24.786666666666665,0.40141499776058914,-0.9158962821045111,65.97562
2023-08-03 13:00:00,25.830833333333334,23.53333333333333,1.5574999999999999,6470.666666666667,24.46333333333333,-0.24474334395432396,-0.969587899878116,65.97562
2023-08-03 13:30:00,25.400000000000002,24.7,2.62,6474.666666666667,24.14,-0.7880107536067221,-0.6156614753256581,65.97562
2023-08-03 14:00:00,24.060000000000002,27.46666666666667,3.4050000000000002,6470.666666666667,23.072499999999998,-0.946461613341424,0.32281637887682973,65.97562
2023-08-03 14:30:00,20.42281326617339,40.24866847508143,0.20663966242786636,6466.01066702989,17.08876121097549,0.6974024714084858,-0.716679700335747,65.97562
2023-08-03 15:00:00,22.179999999999996,32.13333333333333,3.9316666666666666,6480.0,21.55,-0.2672383760782571,0.963630453208623,65.97562
2023-08-03 15:30:00,21.57166666666667,33.96666666666667,3.4466666666666668,6474.666666666667,20.913333333333334,-0.7897983038065433,-0.6133666434558592,65.97562
2023-08-03 16:00:00,21.036666666666665,35.416666666666664,2.5500000000000003,6477.333333333333,20.243333333333336,0.8631018822358365,-0.5050298415746898,65.97562
2023-08-03 16:30:00,20.63,35.71666666666667,3.1916666666666664,6488.0,19.901666666666667,-0.2362728816506415,0.9716867424208802,65.97562
2023-08-03 17:00:00,20.21333333333333,35.0,2.5075,6488.0,19.427500000000002,-0.9050746076772699,-0.42525281249844304,65.97562
2023-08-03 17:30:00,19.796666666666667,34.28333333333333,1.8233333333333333,6488.0,18.953333333333333,0.5971585917027862,-0.8021231927550438,65.97562
2023-08-03 18:00:00,24.396001912446714,16.98833951704799,1.576065095981889,6400.118250113372,34.510547981139496,-0.7132321110679217,-0.7009279247837082,65.97562
2023-08-03 18:30:00,25.482999816003364,18.9201037286356,2.288452297999259,6381.034280530256,46.146322433947944,-0.12472621629566111,-0.9921911967804229,65.97562
2023-08-03 19:00:00,25.743212751889775,17.824765317144234,2.064956409490813,6398.256658474127,-28.165409511121517,-0.26669225822049797,-0.9637817384684414,65.97562
2023-08-03 19:30:00,17.290147144427205,13.231253250882828,2.1991573413467567,6420.087770963,47.33536142678545,-0.4575832942147847,-0.8891667609934291,65.97562
2023-08-03 20:00:00,-10.026902214638731,10.956871096831538,2.2616539869545713,6425.721866616795,43.24139155552004,-0.6418171010607677,-0.7668577500331807,65.97562
