Timestamp,Temperature,Humidity,Wind_Speed_kmh,Soil_Moisture,Soil_Temperature,Wind_Dir_Sin,Wind_Dir_Cos,Precipitation_log,ts_unix,ts_norm,hour_sin,hour_cos,doy_sin,doy_cos,dow_sin,dow_cos,delta_t,delta_t_norm
2024-06-13 10:30:00,5.153,65.967,2.192,8498.667,5.727,-0.5372996083468242,0.8433914458128855,0.0,1718274600,-1.2739018293695064,0.3826834323650899,-0.9238795325112867,0.2895124124415197,-0.9571742594963006,0.43388373911755823,-0.900968867902419,1800.0,0.013807887937845714
2024-06-13 11:00:00,4.818,67.283,2.197,8493.333,5.405,-0.5783275900188096,0.8158046326315116,0.0,1718276400,-1.2732414344346337,0.258819045102521,-0.9659258262890682,0.2891691230979759,-0.9572780255739435,0.43388373911755823,-0.900968867902419,1800.0,0.013807887937845714
2024-06-13 11:30:00,4.545,68.817,2.173,8498.667,5.203,-0.6946583704589976,0.7193398003386509,0.0,1718278200,-1.2725810394997608,0.130526192220052,-0.9914448613738104,0.2888257965629537,-0.9573816685312997,0.43388373911755823,-0.900968867902419,1800.0,0.013807887937845714
2024-06-13 12:00:00,4.299,71.633,2.04,8498.667,4.985,-0.7071067811865477,0.7071067811865474,0.0,1718280000,-1.271920644564888,1.2246467991473532e-16,-1.0,0.2884824328806093,-0.9574851883550392,0.43388373911755823,-0.900968867902419,1800.0,0.013807887937845714
2024-06-13 12:30:00,4.205,73.75,1.86,8490.667,5.035,-0.7071067811865477,0.7071067811865474,0.0,1718281800,-1.2712602496300154,-0.13052619222005177,-0.9914448613738104,0.2881390320951044,-0.9575885850318478,0.43388373911755823,-0.900968867902419,1800.0,0.013807887937845714
2024-06-13 13:00:00,4.564,77.183,1.907,8480.0,5.412,-0.7071067811865477,0.7071067811865474,0.0,1718283600,-1.2705998546951427,-0.2588190451025208,-0.9659258262890683,0.2877955942506067,-0.957691858548427,0.43388373911755823,-0.900968867902419,1800.0,0.013807887937845714
2024-06-13 13:30:00,5.137,77.667,1.6,8472.0,5.902,0.9205048534524403,-0.39073112848927377,0.0,1718285400,-1.26993945976027,-0.38268343236508967,-0.9238795325112868,0.2874521193912862,-0.9577950088914944,0.43388373911755823,-0.900968867902419,1800.0,0.013807887937845714
2024-06-13 14:00:00,6.177,76.683,0.383,8456.0,7.06,0.09874662243584394,0.9951126089832812,0.0,1718287200,-1.269279064825397,-0.4999999999999997,-0.8660254037844388,0.2871086075613189,-0.9578980360477835,0.43388373911755823,-0.900968867902419,1800.0,0.013807887937845714
2024-06-13 14:30:00,7.288,74.75,0.0,8440.0,7.838,0.0,1.0,0.0,1718289000,-1.2686186698905244,-0.6087614290087207,-0.7933533402912352,0.2867650588048869,-0.9580009400040429,0.43388373911755823,-0.900968867902419,1800.0,0.013807887937845714
2024-06-13 15:00:00,9.061,67.533,0.598,8432.0,8.535,0.7091647786960508,-0.7050427764731594,0.0,1718290800,-1.2679582749556517,-0.7071067811865471,-0.7071067811865479,0.28642147316617433,-0.9581037207470382,0.43388373911755823,-0.900968867902419,1800.0,0.013807887937845714
