Timestamp,Longitude,Latitude,Temperature,Humidity,Wind_Speed_kmh,Soil_Moisture,Soil_Temperature,Wind_Dir_Sin,Wind_Dir_Cos,Precipitation_log,ts_unix,ts_norm,hour_sin,hour_cos,doy_sin,doy_cos,dow_sin,dow_cos,delta_t,delta_t_norm
2022-08-03 20:00:00,-119.701,49.86,32.11,19.4,2.17,-1.0,27.37,-0.866,-0.5,0.0,1659556800.0,-1.507,-0.866,0.5,-0.543,-0.84,0.975,-0.223,0.0,-0.029
2022-08-03 20:30:00,-119.701,49.86,32.22,18.1,2.27,-1.0,27.37,-0.951,0.309,0.0,1659558600.0,-1.507,-0.793,0.609,-0.543,-0.84,0.975,-0.223,1800.0,-0.014
2022-08-03 21:00:00,-119.701,49.86,32.74,19.5,1.79,-1.0,27.37,0.545,-0.839,0.0,1659560400.0,-1.507,-0.707,0.707,-0.543,-0.839,0.975,-0.223,1800.0,-0.014
2022-08-03 21:30:00,-119.701,49.86,39.96,13.8,3.03,-1.0,27.37,-0.695,-0.719,0.0,1659562200.0,-1.507,-0.609,0.793,-0.544,-0.839,0.975,-0.223,1800.0,-0.014
2022-08-03 22:00:00,-119.701,49.86,39.35,14.2,2.59,-1.0,27.37,0.035,-0.999,0.0,1659564000.0,-1.507,-0.5,0.866,-0.544,-0.839,0.975,-0.223,1800.0,-0.014
2022-08-03 22:30:00,-119.701,49.86,36.69,15.2,2.8,-1.0,27.37,-0.848,0.53,0.0,1659565800.0,-1.507,-0.383,0.924,-0.544,-0.839,0.975,-0.223,1800.0,-0.014
2022-08-03 23:00:00,-119.701,49.86,13.037,42.699,1.675,-1.0,27.37,-0.025,1.0,0.0,1659567600.0,-1.507,-0.259,0.966,-0.545,-0.839,0.975,-0.223,1800.0,-0.014
2022-08-03 23:30:00,-119.701,49.86,31.24,23.2,4.44,-1.0,27.37,0.469,0.883,0.0,1659569400.0,-1.507,-0.131,0.991,-0.545,-0.838,0.975,-0.223,1800.0,-0.014
2022-08-04 00:00:00,-119.701,49.86,13.058,99.902,0.08,-1.0,27.37,0.791,0.612,0.0,1659571200.0,-1.507,0.0,1.0,-0.545,-0.838,0.434,-0.901,1800.0,-0.014
2022-08-04 00:30:00,-119.701,49.86,26.42,29.7,5.44,-1.0,27.37,0.574,0.819,0.0,1659573000.0,-1.507,0.131,0.991,-0.546,-0.838,0.434,-0.901,1800.0,-0.014
2022-08-04 01:00:00,-119.701,49.86,25.18,32.2,5.24,-1.0,27.37,0.766,0.643,0.0,1659574800.0,-1.506,0.259,0.966,-0.546,-0.838,0.434,-0.901,1800.0,-0.014
2022-08-04 01:30:00,-119.701,49.86,23.56,34.4,4.05,-1.0,27.37,0.682,0.731,0.0,1659576600.0,-1.506,0.383,0.924,-0.546,-0.838,0.434,-0.901,1800.0,-0.014
2022-08-04 02:00:00,-119.701,49.86,23.32,33.4,3.81,-1.0,27.37,0.731,0.682,0.0,1659578400.0,-1.506,0.5,0.866,-0.546,-0.837,0.434,-0.901,1800.0,-0.014
2022-08-04 02:30:00,-119.701,49.86,23.11,33.1,4.55,-1.0,27.37,0.731,0.682,0.0,1659580200.0,-1.506,0.609,0.793,-0.547,-0.837,0.434,-0.901,1800.0,-0.014
2022-08-04 03:00:00,-119.701,49.86,23.09,33.1,3.89,-1.0,27.37,0.755,0.656,0.0,1659582000.0,-1.506,0.707,0.707,-0.547,-0.837,0.434,-0.901,1800.0,-0.014
2022-08-04 03:30:00,-119.701,49.86,23.0,33.1,2.67,-1.0,27.37,0.515,0.857,0.0,1659583800.0,-1.506,0.793,0.609,-0.547,-0.837,0.434,-0.901,1800.0,-0.014
2022-08-04 04:00:00,-119.701,49.86,22.9,32.8,3.89,-1.0,27.37,0.469,0.883,0.0,1659585600.0,-1.506,0.866,0.5,-0.548,-0.837,0.434,-0.901,1800.0,-0.014
2022-08-04 04:30:00,-119.701,49.86,22.29,37.2,3.71,-1.0,27.37,0.105,0.995,0.0,1659587400.0,-1.506,0.924,0.383,-0.548,-0.837,0.434,-0.901,1800.0,-0.014
2022-08-04 05:00:00,-119.701,49.86,20.98,46.5,3.36,-1.0,27.37,0.695,0.719,0.0,1659589200.0,-1.506,0.966,0.259,-0.548,-0.836,0.434,-0.901,1800.0,-0.014
2022-08-04 05:30:00,-119.701,49.86,19.71,53.1,7.66,-1.0,27.37,0.656,0.755,0.0,1659591000.0,-1.506,0.991,0.131,-0.549,-0.836,0.434,-0.901,1800.0,-0.014
2022-08-04 06:00:00,-119.701,49.86,19.23,56.1,7.45,-1.0,27.37,0.656,0.755,0.0,1659592800.0,-1.506,1.0,0.0,-0.549,-0.836,0.434,-0.901,1800.0,-0.014
2022-08-04 06:30:00,-119.701,49.86,16.88,70.2,6.47,-1.0,27.37,0.5,0.866,0.0,1659594600.0,-1.506,0.991,-0.131,-0.549,-0.836,0.434,-0.901,1800.0,-0.014
2022-08-04 07:00:00,-119.701,49.86,15.3,80.3,6.61,-1.0,27.37,0.731,0.682,0.246,1659596400.0,-1.506,0.966,-0.259,-0.549,-0.836,0.434,-0.901,1800.0,-0.014
2022-08-04 07:30:00,-119.701,49.86,15.06,84.4,7.55,-1.0,27.37,0.695,0.719,0.0,1659598200.0,-1.505,0.924,-0.383,-0.55,-0.835,0.434,-0.901,1800.0,-0.014
2022-08-04 08:00:00,-119.701,49.86,14.176,24.477,2.254,-1.0,27.37,-0.22,-0.975,0.0,1659600000.0,-1.505,0.866,-0.5,-0.55,-0.835,0.434,-0.901,1800.0,-0.014
2022-08-04 08:30:00,-119.701,49.86,29.661,23.419,1.937,-1.0,27.37,-1.0,0.026,0.0,1659601800.0,-1.505,0.793,-0.609,-0.55,-0.835,0.434,-0.901,1800.0,-0.014
2022-08-04 09:00:00,-119.701,49.86,30.302,23.6,1.566,-1.0,27.37,0.273,-0.962,0.0,1659603600.0,-1.505,0.707,-0.707,-0.551,-0.835,0.434,-0.901,1800.0,-0.014
2022-08-04 09:30:00,-119.701,49.86,36.775,41.254,2.517,-1.0,27.37,-0.995,-0.096,0.0,1659605400.0,-1.505,0.609,-0.793,-0.551,-0.835,0.434,-0.901,1800.0,-0.014
2022-08-04 10:00:00,-119.701,49.86,13.27,96.0,0.16,-1.0,27.37,0.0,1.0,0.0,1659607200.0,-1.505,0.5,-0.866,-0.551,-0.834,0.434,-0.901,1800.0,-0.014
2022-08-04 10:30:00,-119.701,49.86,13.27,93.6,1.22,-1.0,27.37,0.0,1.0,0.0,1659609000.0,-1.505,0.383,-0.924,-0.552,-0.834,0.434,-0.901,1800.0,-0.014
2022-08-04 11:00:00,-119.701,49.86,13.4,93.8,1.01,-1.0,27.37,0.707,0.707,0.0,1659610800.0,-1.505,0.259,-0.966,-0.552,-0.834,0.434,-0.901,1800.0,-0.014
2022-08-04 11:30:00,-119.701,49.86,13.388,43.383,3.267,-1.0,27.37,0.484,0.875,0.0,1659612600.0,-1.505,0.131,-0.991,-0.552,-0.834,0.434,-0.901,1800.0,-0.014
2022-08-04 12:00:00,-119.701,49.86,13.09,94.4,0.18,-1.0,27.37,0.707,-0.707,0.0,1659614400.0,-1.505,0.0,-1.0,-0.552,-0.834,0.434,-0.901,1800.0,-0.014
2022-08-04 12:30:00,-119.701,49.86,12.962,34.282,3.879,-1.0,27.37,0.84,0.543,0.0,1659616200.0,-1.505,-0.131,-0.991,-0.553,-0.833,0.434,-0.901,1800.0,-0.014
2022-08-04 13:00:00,-119.701,49.86,25.25,34.287,4.385,-1.0,27.37,0.84,0.542,0.0,1659618000.0,-1.505,-0.259,-0.966,-0.553,-0.833,0.434,-0.901,1800.0,-0.014
2022-08-04 13:30:00,-119.701,49.86,24.386,35.216,2.437,-1.0,27.37,-0.43,-0.903,0.0,1659619800.0,-1.504,-0.383,-0.924,-0.553,-0.833,0.434,-0.901,1800.0,-0.014
2022-08-04 14:00:00,-119.701,49.86,23.791,35.484,2.756,-1.0,27.37,0.834,0.552,0.0,1659621600.0,-1.504,-0.5,-0.866,-0.554,-0.833,0.434,-0.901,1800.0,-0.014
2022-08-04 14:30:00,-119.701,49.86,15.23,89.2,2.89,-1.0,27.37,0.743,-0.669,0.0,1659623400.0,-1.504,-0.609,-0.793,-0.554,-0.833,0.434,-0.901,1800.0,-0.014
2022-08-04 15:00:00,-119.701,49.86,15.81,81.8,1.56,-1.0,27.37,0.743,-0.669,0.0,1659625200.0,-1.504,-0.707,-0.707,-0.554,-0.832,0.434,-0.901,1800.0,-0.014
2022-08-04 15:30:00,-119.701,49.86,17.47,63.9,4.92,-1.0,27.37,0.788,-0.616,0.0,1659627000.0,-1.504,-0.793,-0.609,-0.555,-0.832,0.434,-0.901,1800.0,-0.014
2022-08-04 16:00:00,-119.701,49.86,20.42,57.9,2.57,-1.0,27.37,0.139,-0.99,0.0,1659628800.0,-1.504,-0.866,-0.5,-0.555,-0.832,0.434,-0.901,1800.0,-0.014
2022-08-04 16:30:00,-119.701,49.86,20.35,56.6,1.58,-1.0,27.37,-0.588,-0.809,0.0,1659630600.0,-1.504,-0.924,-0.383,-0.555,-0.832,0.434,-0.901,1800.0,-0.014
2022-08-04 17:00:00,-119.701,49.86,21.25,48.2,4.44,-1.0,27.37,0.682,-0.731,0.0,1659632400.0,-1.504,-0.966,-0.259,-0.555,-0.832,0.434,-0.901,1800.0,-0.014
2022-08-04 17:30:00,-119.701,49.86,21.12,44.0,4.84,-1.0,27.37,0.574,-0.819,0.0,1659634200.0,-1.504,-0.991,-0.131,-0.556,-0.831,0.434,-0.901,1800.0,-0.014
2022-08-04 18:00:00,-119.701,49.86,20.99,41.2,6.61,-1.0,27.37,0.755,-0.656,0.0,1659636000.0,-1.504,-1.0,0.0,-0.556,-0.831,0.434,-0.901,1800.0,-0.014
2022-08-04 18:30:00,-119.701,49.86,24.24,35.9,4.96,-1.0,27.37,0.326,-0.946,0.0,1659637800.0,-1.504,-0.991,0.131,-0.556,-0.831,0.434,-0.901,1800.0,-0.014
2022-08-04 19:00:00,-119.701,49.86,21.42,38.7,3.76,-1.0,27.37,0.485,-0.875,0.0,1659639600.0,-1.504,-0.966,0.259,-0.557,-0.831,0.434,-0.901,1800.0,-0.014
2022-08-04 19:30:00,-119.701,49.86,23.53,31.7,5.0,-1.0,27.37,-0.956,-0.292,0.0,1659641400.0,-1.504,-0.924,0.383,-0.557,-0.831,0.434,-0.901,1800.0,-0.014
2022-08-04 20:00:00,-119.701,49.86,25.0,28.8,2.82,-1.0,27.37,-0.602,-0.799,0.0,1659643200.0,-1.503,-0.866,0.5,-0.557,-0.83,0.434,-0.901,1800.0,-0.014
2022-08-04 20:30:00,-119.701,49.86,24.9,27.8,3.36,-1.0,27.37,-1.0,0.0,0.0,1659645000.0,-1.503,-0.793,0.609,-0.558,-0.83,0.434,-0.901,1800.0,-0.014
2022-08-04 21:00:00,-119.701,49.86,25.77,26.9,3.53,-1.0,27.37,-0.743,-0.669,0.0,1659646800.0,-1.503,-0.707,0.707,-0.558,-0.83,0.434,-0.901,1800.0,-0.014
2022-08-04 21:30:00,-119.701,49.86,29.78,19.8,4.05,-1.0,27.37,-0.988,0.156,0.0,1659648600.0,-1.503,-0.609,0.793,-0.558,-0.83,0.434,-0.901,1800.0,-0.014
2022-08-04 22:00:00,-119.701,49.86,20.73,38.5,3.75,-1.0,27.37,0.731,0.682,0.0,1659650400.0,-1.503,-0.5,0.866,-0.558,-0.83,0.434,-0.901,1800.0,-0.014
2022-08-04 22:30:00,-119.701,49.86,19.03,39.6,3.65,-1.0,27.37,-0.656,0.755,0.0,1659652200.0,-1.503,-0.383,0.924,-0.559,-0.829,0.434,-0.901,1800.0,-0.014
2022-08-04 23:00:00,-119.701,49.86,18.03,41.4,2.54,-1.0,27.37,0.139,0.99,0.0,1659654000.0,-1.503,-0.259,0.966,-0.559,-0.829,0.434,-0.901,1800.0,-0.014
2022-08-04 23:30:00,-119.701,49.86,17.91,42.4,1.98,-1.0,27.37,0.0,1.0,0.0,1659655800.0,-1.503,-0.131,0.991,-0.559,-0.829,0.434,-0.901,1800.0,-0.014
2022-08-05 00:00:00,-119.701,49.86,17.89,45.2,1.73,-1.0,27.37,0.375,0.927,0.0,1659657600.0,-1.503,0.0,1.0,-0.56,-0.829,-0.434,-0.901,1800.0,-0.014
2022-08-05 00:30:00,-119.701,49.86,17.96,43.3,2.2,-1.0,27.37,0.574,0.819,0.0,1659659400.0,-1.503,0.131,0.991,-0.56,-0.829,-0.434,-0.901,1800.0,-0.014
2022-08-05 01:00:00,-119.701,49.86,20.83,37.9,4.24,-1.0,27.37,-0.391,0.921,0.0,1659661200.0,-1.503,0.259,0.966,-0.56,-0.828,-0.434,-0.901,1800.0,-0.014
2022-08-05 01:30:00,-119.701,49.86,21.47,36.7,3.91,-1.0,27.37,-0.875,0.485,0.0,1659663000.0,-1.503,0.383,0.924,-0.56,-0.828,-0.434,-0.901,1800.0,-0.014
2022-08-05 02:00:00,-119.701,49.86,20.95,38.1,2.21,-1.0,27.37,0.695,0.719,0.0,1659664800.0,-1.502,0.5,0.866,-0.561,-0.828,-0.434,-0.901,1800.0,-0.014
2022-08-05 02:30:00,-119.701,49.86,16.8,48.2,0.69,-1.0,27.37,0.574,-0.819,0.0,1659666600.0,-1.502,0.609,0.793,-0.561,-0.828,-0.434,-0.901,1800.0,-0.014
2022-08-05 03:00:00,-119.701,49.86,16.05,51.7,0.5,-1.0,27.37,0.259,-0.966,0.0,1659668400.0,-1.502,0.707,0.707,-0.561,-0.828,-0.434,-0.901,1800.0,-0.014
2022-08-05 03:30:00,-119.701,49.86,14.15,57.3,0.67,-1.0,27.37,0.707,0.707,0.0,1659670200.0,-1.502,0.793,0.609,-0.562,-0.827,-0.434,-0.901,1800.0,-0.014
2022-08-05 04:00:00,-119.701,49.86,14.46,57.3,1.28,-1.0,27.37,-0.643,0.766,0.0,1659672000.0,-1.502,0.866,0.5,-0.562,-0.827,-0.434,-0.901,1800.0,-0.014
2022-08-05 04:30:00,-119.701,49.86,14.78,56.5,0.56,-1.0,27.37,0.891,0.454,0.0,1659673800.0,-1.502,0.924,0.383,-0.562,-0.827,-0.434,-0.901,1800.0,-0.014
2022-08-05 05:00:00,-119.701,49.86,14.82,57.7,1.87,-1.0,27.37,-0.485,0.875,0.0,1659675600.0,-1.502,0.966,0.259,-0.563,-0.827,-0.434,-0.901,1800.0,-0.014
2022-08-05 05:30:00,-119.701,49.86,14.71,56.6,1.05,-1.0,27.37,0.07,0.998,0.0,1659677400.0,-1.502,0.991,0.131,-0.563,-0.827,-0.434,-0.901,1800.0,-0.014
2022-08-05 06:00:00,-119.701,49.86,14.03,59.2,1.22,-1.0,27.37,-0.669,-0.743,0.0,1659679200.0,-1.502,1.0,0.0,-0.563,-0.826,-0.434,-0.901,1800.0,-0.014
2022-08-05 06:30:00,-119.701,49.86,13.62,61.1,1.81,-1.0,27.37,-0.899,0.438,0.0,1659681000.0,-1.502,0.991,-0.131,-0.563,-0.826,-0.434,-0.901,1800.0,-0.014
2022-08-05 07:00:00,-119.701,49.86,12.44,65.5,1.01,-1.0,27.37,-0.292,0.956,0.0,1659682800.0,-1.502,0.966,-0.259,-0.564,-0.826,-0.434,-0.901,1800.0,-0.014
2022-08-05 07:30:00,-119.701,49.86,12.89,65.6,1.4,-1.0,27.37,0.469,0.883,0.0,1659684600.0,-1.502,0.924,-0.383,-0.564,-0.826,-0.434,-0.901,1800.0,-0.014
2022-08-05 08:00:00,-119.701,49.86,11.95,69.1,1.02,-1.0,27.37,0.122,0.993,0.0,1659686400.0,-1.502,0.866,-0.5,-0.564,-0.826,-0.434,-0.901,1800.0,-0.014
2022-08-05 08:30:00,-119.701,49.86,12.69,68.1,0.57,-1.0,27.37,-0.358,0.934,0.0,1659688200.0,-1.501,0.793,-0.609,-0.565,-0.825,-0.434,-0.901,1800.0,-0.014
2022-08-05 09:00:00,-119.701,49.86,12.79,67.3,0.83,-1.0,27.37,-0.707,0.707,0.0,1659690000.0,-1.501,0.707,-0.707,-0.565,-0.825,-0.434,-0.901,1800.0,-0.014
2022-08-05 09:30:00,-119.701,49.86,12.05,68.6,0.72,-1.0,27.37,-0.707,0.707,0.0,1659691800.0,-1.501,0.609,-0.793,-0.565,-0.825,-0.434,-0.901,1800.0,-0.014
2022-08-05 10:00:00,-119.701,49.86,11.86,74.8,0.9,-1.0,27.37,0.695,0.719,0.0,1659693600.0,-1.501,0.5,-0.866,-0.566,-0.825,-0.434,-0.901,1800.0,-0.014
2022-08-05 10:30:00,-119.701,49.86,10.67,76.0,1.7,-1.0,27.37,0.07,0.998,0.0,1659695400.0,-1.501,0.383,-0.924,-0.566,-0.825,-0.434,-0.901,1800.0,-0.014
2022-08-05 11:00:00,-119.701,49.86,10.69,75.0,0.53,-1.0,27.37,0.0,1.0,0.0,1659697200.0,-1.501,0.259,-0.966,-0.566,-0.824,-0.434,-0.901,1800.0,-0.014
2022-08-05 11:30:00,-119.701,49.86,10.29,74.5,0.48,-1.0,27.37,0.0,1.0,0.0,1659699000.0,-1.501,0.131,-0.991,-0.566,-0.824,-0.434,-0.901,1800.0,-0.014
2022-08-05 12:00:00,-119.701,49.86,9.52,78.0,1.04,-1.0,27.37,0.0,1.0,0.0,1659700800.0,-1.501,0.0,-1.0,-0.567,-0.824,-0.434,-0.901,1800.0,-0.014
2022-08-05 12:30:00,-119.701,49.86,9.703,32.642,1.556,-1.0,27.37,0.658,-0.753,0.0,1659702600.0,-1.501,-0.131,-0.991,-0.567,-0.824,-0.434,-0.901,1800.0,-0.014
2022-08-05 13:00:00,-119.701,49.86,23.011,29.387,3.25,-1.0,27.37,0.992,0.128,0.0,1659704400.0,-1.501,-0.259,-0.966,-0.567,-0.824,-0.434,-0.901,1800.0,-0.014
2022-08-05 13:30:00,-119.701,49.86,23.263,28.741,0.047,-1.0,27.37,-0.244,0.97,0.0,1659706200.0,-1.501,-0.383,-0.924,-0.568,-0.823,-0.434,-0.901,1800.0,-0.014
2022-08-05 14:00:00,-119.701,49.86,21.397,31.091,1.494,-1.0,27.37,0.662,0.749,0.0,1659708000.0,-1.501,-0.5,-0.866,-0.568,-0.823,-0.434,-0.901,1800.0,-0.014
