Timestamp,Temperature,Humidity,Precipitation,Wind_Speed_kmh,Soil_Moisture,Soil_Temperature,Wind_Dir_Sin,Wind_Dir_Cos,hour_sin,hour_cos
2024-09-21 16:20:12,9.31984,96.6414,0.026433717,-0.5400378,8576.977,8.792608,0.046548128,-0.3042081,0,0
2024-09-21 17:20:12,9.315368,96.69174,0.026464289,-0.54284036,8577.786,8.792888,0.04696393,-0.3045146,0,0
2024-09-21 18:20:12,9.310933,96.741325,0.026494471,-0.5455752,8578.558,8.793098,0.047366858,-0.30481088,0,0
2024-09-21 19:20:12,9.3065405,96.79017,0.02652427,-0.54824454,8579.292,8.7932415,0.047757745,-0.30509758,0,0
2024-09-21 20:20:12,9.302188,96.83828,0.02655371,-0.5508502,8579.991,8.793321,0.04813683,-0.30537474,0,0
2024-09-21 21:20:12,9.297879,96.88568,0.02658277,-0.5533944,8580.656,8.793342,0.04850471,-0.3056429,0,0
2024-09-21 22:20:12,9.293613,96.932396,0.026611496,-0.55587816,8581.288,8.793305,0.048861623,-0.30590236,0,0
2024-09-21 23:20:12,9.289389,96.97842,0.026639884,-0.5583037,8581.887,8.793214,0.049208045,-0.30615342,0,0
2024-09-22 00:20:12,9.285211,97.023796,0.026667936,-0.56067234,8582.454,8.793074,0.049544215,-0.30639648,0,0
2024-09-22 01:20:12,9.281076,97.06853,0.026695658,-0.56298625,8582.992,8.792887,0.04987061,-0.3066318,0,0
2024-09-22 02:20:12,9.276986,97.11266,0.026723068,-0.56524664,8583.5,8.792655,0.05018747,-0.30685937,0,0
2024-09-22 03:20:12,9.272943,97.15616,0.026750186,-0.56745476,8583.98,8.792378,0.050495267,-0.30707967,0,0
2024-09-22 04:20:12,9.268941,97.19908,0.026776992,-0.56961304,8584.434,8.792062,0.050794363,-0.30729306,0,0
2024-09-22 05:20:12,9.264987,97.24144,0.02680351,-0.5717224,8584.859,8.791708,0.051084638,-0.30749977,0,0
2024-09-22 06:20:12,9.261078,97.283226,0.02682975,-0.5737844,8585.262,8.791317,0.051367044,-0.3076998,0,0
2024-09-22 07:20:12,9.257214,97.32448,0.026855715,-0.5758008,8585.638,8.790893,0.051641583,-0.3078935,0,0
2024-09-22 08:20:12,9.253395,97.3652,0.02688142,-0.577772,8585.989,8.79044,0.051908255,-0.3080811,0,0
